text,intent,entities
Weather comparison between Seoul and Singapore,weather_comparison,"{'location1': 'Seoul', 'location2': 'Singapore'}"
Compare weather in Amsterdam and London,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'London'}"
Weather contrast between Sydney and Dubai,weather_comparison,"{'location1': 'Sydney', 'location2': 'Dubai'}"
"Which is warmer, Amsterdam or Rome?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Rome'}"
What's the weather like in Moscow?,current_weather,{'location': 'Moscow'}
"Which is warmer, New York or Seoul?",weather_comparison,"{'location1': 'New York', 'location2': 'Seoul'}"
How do temperatures compare in Tokyo and Mumbai?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Mumbai'}"
Weather difference between London and New York,weather_comparison,"{'location1': 'London', 'location2': 'New York'}"
"Which city has better weather, Amsterdam or Singapore?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Singapore'}"
How do temperatures compare in Amsterdam and Sydney?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Sydney'}"
What's the weather difference between Tokyo and Amsterdam?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Amsterdam'}"
Compare weather in Moscow and London,weather_comparison,"{'location1': 'Moscow', 'location2': 'London'}"
"Which is warmer, Moscow or Tokyo?",weather_comparison,"{'location1': 'Moscow', 'location2': 'Tokyo'}"
Compare temperatures in London and Sydney,weather_comparison,"{'location1': 'London', 'location2': 'Sydney'}"
How does the weather in Moscow compare to Tokyo?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Tokyo'}"
Compare temperatures in Berlin and here,weather_comparison,"{'location1': 'Berlin', 'location2': 'here'}"
What's the feels like temperature in current location?,temperature_query,{'location': 'current location'}
Weather comparison between my location and Paris,weather_comparison,"{'location1': 'my location', 'location2': 'Paris'}"
What's the rain forecast for Tokyo?,precipitation_query,{'location': 'Tokyo'}
Weather difference between New York and Mumbai,weather_comparison,"{'location1': 'New York', 'location2': 'Mumbai'}"
Weather contrast between Seoul and Singapore,weather_comparison,"{'location1': 'Seoul', 'location2': 'Singapore'}"
How does the weather in current location compare to Toronto?,weather_comparison,"{'location1': 'current location', 'location2': 'Toronto'}"
Compare weather in Mumbai and Toronto,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Toronto'}"
How does the weather in Sydney compare to Moscow?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Moscow'}"
"Which is colder, Moscow or Dubai?",weather_comparison,"{'location1': 'Moscow', 'location2': 'Dubai'}"
Forecast for Amsterdam,weather_forecast,{'location': 'Amsterdam'}
Rain forecast for my location,precipitation_query,{'location': 'my location'}
Weather comparison: Singapore versus London,weather_comparison,"{'location1': 'Singapore', 'location2': 'London'}"
Compare temperatures in Berlin and my location,weather_comparison,"{'location1': 'Berlin', 'location2': 'my location'}"
Temperature conditions in Moscow,temperature_query,{'location': 'Moscow'}
Compare temperatures in London and Dubai,weather_comparison,"{'location1': 'London', 'location2': 'Dubai'}"
Weather comparison: Singapore versus Tokyo,weather_comparison,"{'location1': 'Singapore', 'location2': 'Tokyo'}"
How does the weather in Tokyo compare to Moscow?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Moscow'}"
Weather comparison between Moscow and Toronto,weather_comparison,"{'location1': 'Moscow', 'location2': 'Toronto'}"
How's the weather different in Sydney vs Mumbai?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Mumbai'}"
"Which city has better weather, New York or Dubai?",weather_comparison,"{'location1': 'New York', 'location2': 'Dubai'}"
"Which is warmer, Moscow or New York?",weather_comparison,"{'location1': 'Moscow', 'location2': 'New York'}"
Weather comparison: Toronto versus here,weather_comparison,"{'location1': 'Toronto', 'location2': 'here'}"
How do temperatures compare in Dubai and Mumbai?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Mumbai'}"
What's the precipitation chance in San Francisco?,precipitation_query,{'location': 'San Francisco'}
Weather contrast between Berlin and my location,weather_comparison,"{'location1': 'Berlin', 'location2': 'my location'}"
Compare weather in New York and Seoul,weather_comparison,"{'location1': 'New York', 'location2': 'Seoul'}"
"Which city has better weather, my location or Paris?",weather_comparison,"{'location1': 'my location', 'location2': 'Paris'}"
Temperature comparison between Rome and London,weather_comparison,"{'location1': 'Rome', 'location2': 'London'}"
What's the weather going to be like in Singapore next week?,weather_forecast,{'location': 'Singapore'}
Compare current conditions in Dubai and Singapore,weather_comparison,"{'location1': 'Dubai', 'location2': 'Singapore'}"
"Which is warmer, Moscow or my location?",weather_comparison,"{'location1': 'Moscow', 'location2': 'my location'}"
Weather difference between Singapore and Moscow,weather_comparison,"{'location1': 'Singapore', 'location2': 'Moscow'}"
Compare current conditions in Tokyo and Mumbai,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Mumbai'}"
Temperature comparison between London and Berlin,weather_comparison,"{'location1': 'London', 'location2': 'Berlin'}"
Weather difference between Seoul and New York,weather_comparison,"{'location1': 'Seoul', 'location2': 'New York'}"
Weather comparison between current location and Tokyo,weather_comparison,"{'location1': 'current location', 'location2': 'Tokyo'}"
How does the weather in London compare to San Francisco?,weather_comparison,"{'location1': 'London', 'location2': 'San Francisco'}"
Temperature reading for my location,temperature_query,{'location': 'my location'}
How hot is it in Seoul?,temperature_query,{'location': 'Seoul'}
How's the weather different in Toronto vs my location?,weather_comparison,"{'location1': 'Toronto', 'location2': 'my location'}"
Weather difference between current location and Sydney,weather_comparison,"{'location1': 'current location', 'location2': 'Sydney'}"
Tell me the weather forecast for San Francisco,weather_forecast,{'location': 'San Francisco'}
Weather comparison: Mumbai versus Rome,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Rome'}"
Weather difference between my location and Toronto,weather_comparison,"{'location1': 'my location', 'location2': 'Toronto'}"
Forecast for London,weather_forecast,{'location': 'London'}
How does the weather in Seoul compare to Moscow?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Moscow'}"
Can you tell me the weather in Moscow?,current_weather,{'location': 'Moscow'}
"Which city has better weather, Singapore or Moscow?",weather_comparison,"{'location1': 'Singapore', 'location2': 'Moscow'}"
Weather comparison between Paris and Tokyo,weather_comparison,"{'location1': 'Paris', 'location2': 'Tokyo'}"
What's the weather difference between Dubai and my location?,weather_comparison,"{'location1': 'Dubai', 'location2': 'my location'}"
Weather comparison: Dubai versus Sydney,weather_comparison,"{'location1': 'Dubai', 'location2': 'Sydney'}"
Weather difference between Paris and Moscow,weather_comparison,"{'location1': 'Paris', 'location2': 'Moscow'}"
Weather comparison: Singapore versus Berlin,weather_comparison,"{'location1': 'Singapore', 'location2': 'Berlin'}"
What's the weather difference between Moscow and Rome?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Rome'}"
Precipitation forecast for Mumbai,precipitation_query,{'location': 'Mumbai'}
How do temperatures compare in Amsterdam and Rome?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Rome'}"
What's the weather going to be like in Berlin next week?,weather_forecast,{'location': 'Berlin'}
What's the temperature in Amsterdam?,current_weather,{'location': 'Amsterdam'}
"Which is warmer, Singapore or Amsterdam?",weather_comparison,"{'location1': 'Singapore', 'location2': 'Amsterdam'}"
Weather comparison: Berlin versus San Francisco,weather_comparison,"{'location1': 'Berlin', 'location2': 'San Francisco'}"
How's the weather different in San Francisco vs Moscow?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Moscow'}"
How do temperatures compare in Berlin and here?,weather_comparison,"{'location1': 'Berlin', 'location2': 'here'}"
How hot is it in Amsterdam?,temperature_query,{'location': 'Amsterdam'}
Weather contrast between San Francisco and Seoul,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Seoul'}"
What's the current temperature in my location?,temperature_query,{'location': 'my location'}
Weather difference between here and Mumbai,weather_comparison,"{'location1': 'here', 'location2': 'Mumbai'}"
Weather difference between San Francisco and London,weather_comparison,"{'location1': 'San Francisco', 'location2': 'London'}"
"Which is warmer, Paris or London?",weather_comparison,"{'location1': 'Paris', 'location2': 'London'}"
"Which is colder, my location or Sydney?",weather_comparison,"{'location1': 'my location', 'location2': 'Sydney'}"
"Which city has better weather, here or Seoul?",weather_comparison,"{'location1': 'here', 'location2': 'Seoul'}"
How's the weather different in Paris vs Dubai?,weather_comparison,"{'location1': 'Paris', 'location2': 'Dubai'}"
Weather comparison between Seoul and Berlin,weather_comparison,"{'location1': 'Seoul', 'location2': 'Berlin'}"
How's the weather different in Tokyo vs Paris?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Paris'}"
"Which is warmer, Mumbai or San Francisco?",weather_comparison,"{'location1': 'Mumbai', 'location2': 'San Francisco'}"
Compare current conditions in here and London,weather_comparison,"{'location1': 'here', 'location2': 'London'}"
Will it be sunny in Sydney tomorrow?,weather_forecast,{'location': 'Sydney'}
Will it rain today in Berlin?,precipitation_query,{'location': 'Berlin'}
How does the weather in Mumbai compare to San Francisco?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'San Francisco'}"
What's the weather prediction for Toronto?,weather_forecast,{'location': 'Toronto'}
How do temperatures compare in Seoul and Toronto?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Toronto'}"
Weather difference between Dubai and Amsterdam,weather_comparison,"{'location1': 'Dubai', 'location2': 'Amsterdam'}"
How do temperatures compare in Dubai and Rome?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Rome'}"
Compare weather in San Francisco and Singapore,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Singapore'}"
How's the weather different in Tokyo vs Rome?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Rome'}"
"Which is warmer, Tokyo or Moscow?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'Moscow'}"
Weather difference between Moscow and San Francisco,weather_comparison,"{'location1': 'Moscow', 'location2': 'San Francisco'}"
Compare weather in here and San Francisco,weather_comparison,"{'location1': 'here', 'location2': 'San Francisco'}"
Weather comparison between Mumbai and Paris,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Paris'}"
"Which is colder, Seoul or London?",weather_comparison,"{'location1': 'Seoul', 'location2': 'London'}"
"Which is colder, Tokyo or Amsterdam?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'Amsterdam'}"
Weather difference between Tokyo and Paris,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Paris'}"
Weather comparison between Amsterdam and Toronto,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Toronto'}"
Temperature comparison between Seoul and Dubai,weather_comparison,"{'location1': 'Seoul', 'location2': 'Dubai'}"
Weather comparison: Dubai versus Moscow,weather_comparison,"{'location1': 'Dubai', 'location2': 'Moscow'}"
Compare weather in Sydney and Moscow,weather_comparison,"{'location1': 'Sydney', 'location2': 'Moscow'}"
How's the weather different in Sydney vs London?,weather_comparison,"{'location1': 'Sydney', 'location2': 'London'}"
How's the weather different in Seoul vs Amsterdam?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Amsterdam'}"
What's the weather difference between London and Tokyo?,weather_comparison,"{'location1': 'London', 'location2': 'Tokyo'}"
Compare temperatures in Paris and Singapore,weather_comparison,"{'location1': 'Paris', 'location2': 'Singapore'}"
"Which city has better weather, Seoul or New York?",weather_comparison,"{'location1': 'Seoul', 'location2': 'New York'}"
