text,intent,entities
Is there any rain expected in Amsterdam?,precipitation_query,{'location': 'Amsterdam'}
Weather comparison between Singapore and Dubai,weather_comparison,"{'location1': 'Singapore', 'location2': 'Dubai'}"
How's the weather different in San Francisco vs my location?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'my location'}"
Weather comparison between here and Paris,weather_comparison,"{'location1': 'here', 'location2': 'Paris'}"
Weather contrast between Toronto and Amsterdam,weather_comparison,"{'location1': 'Toronto', 'location2': 'Amsterdam'}"
Temperature in Paris right now,temperature_query,{'location': 'Paris'}
Compare current conditions in Singapore and Paris,weather_comparison,"{'location1': 'Singapore', 'location2': 'Paris'}"
How's the weather different in Singapore vs London?,weather_comparison,"{'location1': 'Singapore', 'location2': 'London'}"
Will it rain today in Amsterdam?,precipitation_query,{'location': 'Amsterdam'}
Compare temperatures in Mumbai and Seoul,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Seoul'}"
Weather difference between Singapore and Berlin,weather_comparison,"{'location1': 'Singapore', 'location2': 'Berlin'}"
Weather contrast between Berlin and Rome,weather_comparison,"{'location1': 'Berlin', 'location2': 'Rome'}"
"Which is colder, my location or London?",weather_comparison,"{'location1': 'my location', 'location2': 'London'}"
Compare current conditions in Dubai and Singapore,weather_comparison,"{'location1': 'Dubai', 'location2': 'Singapore'}"
Weather comparison: Mumbai versus Toronto,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Toronto'}"
Is there any chance of rain in here?,precipitation_query,{'location': 'here'}
Will it be sunny in Amsterdam tomorrow?,weather_forecast,{'location': 'Amsterdam'}
"Which is warmer, Dubai or San Francisco?",weather_comparison,"{'location1': 'Dubai', 'location2': 'San Francisco'}"
"Which is warmer, Amsterdam or Dubai?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Dubai'}"
What's the weather right now in Mumbai?,current_weather,{'location': 'Mumbai'}
Compare current conditions in Moscow and Sydney,weather_comparison,"{'location1': 'Moscow', 'location2': 'Sydney'}"
"Which is warmer, Singapore or San Francisco?",weather_comparison,"{'location1': 'Singapore', 'location2': 'San Francisco'}"
"Which is warmer, Mumbai or current location?",weather_comparison,"{'location1': 'Mumbai', 'location2': 'current location'}"
What's the temperature in here?,temperature_query,{'location': 'here'}
Weather comparison between London and Berlin,weather_comparison,"{'location1': 'London', 'location2': 'Berlin'}"
What's the temp in New York?,temperature_query,{'location': 'New York'}
Weather contrast between my location and Toronto,weather_comparison,"{'location1': 'my location', 'location2': 'Toronto'}"
Weather difference between Mumbai and Tokyo,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Tokyo'}"
What's it like outside in my location?,current_weather,{'location': 'my location'}
Compare temperatures in Paris and Mumbai,weather_comparison,"{'location1': 'Paris', 'location2': 'Mumbai'}"
How does the weather in my location compare to Seoul?,weather_comparison,"{'location1': 'my location', 'location2': 'Seoul'}"
Weather difference between Seoul and Rome,weather_comparison,"{'location1': 'Seoul', 'location2': 'Rome'}"
"Which city has better weather, Paris or San Francisco?",weather_comparison,"{'location1': 'Paris', 'location2': 'San Francisco'}"
Temperature comparison between my location and Toronto,weather_comparison,"{'location1': 'my location', 'location2': 'Toronto'}"
"Which city has better weather, my location or Tokyo?",weather_comparison,"{'location1': 'my location', 'location2': 'Tokyo'}"
Is there any rain expected in Moscow?,precipitation_query,{'location': 'Moscow'}
Can you tell me the weather in Toronto?,current_weather,{'location': 'Toronto'}
What's the weather difference between Tokyo and Berlin?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Berlin'}"
What's the weather difference between Amsterdam and Rome?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Rome'}"
How's the weather different in Mumbai vs current location?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'current location'}"
Weather comparison between Berlin and San Francisco,weather_comparison,"{'location1': 'Berlin', 'location2': 'San Francisco'}"
How do temperatures compare in here and Tokyo?,weather_comparison,"{'location1': 'here', 'location2': 'Tokyo'}"
How do temperatures compare in Amsterdam and London?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'London'}"
"Which is warmer, Paris or New York?",weather_comparison,"{'location1': 'Paris', 'location2': 'New York'}"
"Which is colder, Singapore or Dubai?",weather_comparison,"{'location1': 'Singapore', 'location2': 'Dubai'}"
"Which is colder, here or Singapore?",weather_comparison,"{'location1': 'here', 'location2': 'Singapore'}"
How's the weather different in current location vs Moscow?,weather_comparison,"{'location1': 'current location', 'location2': 'Moscow'}"
Weather report for Seoul,current_weather,{'location': 'Seoul'}
How warm is it in San Francisco?,temperature_query,{'location': 'San Francisco'}
How do temperatures compare in Seoul and Singapore?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Singapore'}"
Temperature comparison between Dubai and current location,weather_comparison,"{'location1': 'Dubai', 'location2': 'current location'}"
Weather comparison: Paris versus Amsterdam,weather_comparison,"{'location1': 'Paris', 'location2': 'Amsterdam'}"
Compare current conditions in Rome and Sydney,weather_comparison,"{'location1': 'Rome', 'location2': 'Sydney'}"
Compare weather in New York and London,weather_comparison,"{'location1': 'New York', 'location2': 'London'}"
How hot is it in my location?,temperature_query,{'location': 'my location'}
Compare current conditions in Tokyo and current location,weather_comparison,"{'location1': 'Tokyo', 'location2': 'current location'}"
How do temperatures compare in current location and Dubai?,weather_comparison,"{'location1': 'current location', 'location2': 'Dubai'}"
Will it rain tomorrow in my location?,weather_forecast,{'location': 'my location'}
Weather comparison: Paris versus Seoul,weather_comparison,"{'location1': 'Paris', 'location2': 'Seoul'}"
"Which is colder, my location or New York?",weather_comparison,"{'location1': 'my location', 'location2': 'New York'}"
Weather comparison: Berlin versus Moscow,weather_comparison,"{'location1': 'Berlin', 'location2': 'Moscow'}"
Compare current conditions in Tokyo and Seoul,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Seoul'}"
What's the weather right now in Sydney?,current_weather,{'location': 'Sydney'}
Is it raining in here?,current_weather,{'location': 'here'}
Weather difference between my location and San Francisco,weather_comparison,"{'location1': 'my location', 'location2': 'San Francisco'}"
Compare temperatures in Toronto and Amsterdam,weather_comparison,"{'location1': 'Toronto', 'location2': 'Amsterdam'}"
"Which city has better weather, Toronto or Seoul?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Seoul'}"
How do temperatures compare in Paris and current location?,weather_comparison,"{'location1': 'Paris', 'location2': 'current location'}"
Weather comparison: here versus Rome,weather_comparison,"{'location1': 'here', 'location2': 'Rome'}"
"Which is colder, current location or Paris?",weather_comparison,"{'location1': 'current location', 'location2': 'Paris'}"
Precipitation forecast for New York,precipitation_query,{'location': 'New York'}
What's the chance of rain in Berlin?,precipitation_query,{'location': 'Berlin'}
Weather comparison between my location and Dubai,weather_comparison,"{'location1': 'my location', 'location2': 'Dubai'}"
Weather difference between Paris and Tokyo,weather_comparison,"{'location1': 'Paris', 'location2': 'Tokyo'}"
Temperature comparison between London and Tokyo,weather_comparison,"{'location1': 'London', 'location2': 'Tokyo'}"
Compare temperatures in Amsterdam and Toronto,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Toronto'}"
Weather difference between Seoul and Dubai,weather_comparison,"{'location1': 'Seoul', 'location2': 'Dubai'}"
How does the weather in current location compare to Amsterdam?,weather_comparison,"{'location1': 'current location', 'location2': 'Amsterdam'}"
How do temperatures compare in Seoul and Sydney?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Sydney'}"
"Which city has better weather, Singapore or Moscow?",weather_comparison,"{'location1': 'Singapore', 'location2': 'Moscow'}"
Weather comparison: New York versus Moscow,weather_comparison,"{'location1': 'New York', 'location2': 'Moscow'}"
How's the weather different in Seoul vs New York?,weather_comparison,"{'location1': 'Seoul', 'location2': 'New York'}"
What's the weather going to be like in London next week?,weather_forecast,{'location': 'London'}
"Which is warmer, Singapore or current location?",weather_comparison,"{'location1': 'Singapore', 'location2': 'current location'}"
Will it rain tomorrow in Rome?,weather_forecast,{'location': 'Rome'}
How does the weather in my location compare to Rome?,weather_comparison,"{'location1': 'my location', 'location2': 'Rome'}"
Weather comparison: Paris versus New York,weather_comparison,"{'location1': 'Paris', 'location2': 'New York'}"
Weather comparison: my location versus Singapore,weather_comparison,"{'location1': 'my location', 'location2': 'Singapore'}"
What's up?,general_greeting,{}
Temperature comparison between Moscow and Seoul,weather_comparison,"{'location1': 'Moscow', 'location2': 'Seoul'}"
How does the weather in New York compare to Sydney?,weather_comparison,"{'location1': 'New York', 'location2': 'Sydney'}"
What's the weather going to be like this week in San Francisco?,weather_forecast,{'location': 'San Francisco'}
Compare current conditions in Paris and Moscow,weather_comparison,"{'location1': 'Paris', 'location2': 'Moscow'}"
Weather contrast between Paris and here,weather_comparison,"{'location1': 'Paris', 'location2': 'here'}"
Weather comparison between Seoul and Singapore,weather_comparison,"{'location1': 'Seoul', 'location2': 'Singapore'}"
Rain forecast for Mumbai,precipitation_query,{'location': 'Mumbai'}
Weather conditions in Toronto,current_weather,{'location': 'Toronto'}
How do temperatures compare in Tokyo and Toronto?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Toronto'}"
How do temperatures compare in Mumbai and London?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'London'}"
How does the weather in Amsterdam compare to New York?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'New York'}"
Weather comparison: here versus Seoul,weather_comparison,"{'location1': 'here', 'location2': 'Seoul'}"
Temperature comparison between Rome and current location,weather_comparison,"{'location1': 'Rome', 'location2': 'current location'}"
Temperature comparison between Seoul and my location,weather_comparison,"{'location1': 'Seoul', 'location2': 'my location'}"
Rain forecast for San Francisco,precipitation_query,{'location': 'San Francisco'}
Will it rain today in Toronto?,precipitation_query,{'location': 'Toronto'}
How's the weather different in Mumbai vs my location?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'my location'}"
"Which is colder, Berlin or Paris?",weather_comparison,"{'location1': 'Berlin', 'location2': 'Paris'}"
"Which is warmer, Rome or here?",weather_comparison,"{'location1': 'Rome', 'location2': 'here'}"
Compare weather in New York and Amsterdam,weather_comparison,"{'location1': 'New York', 'location2': 'Amsterdam'}"
How does the weather in Mumbai compare to current location?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'current location'}"
Weather contrast between Singapore and Amsterdam,weather_comparison,"{'location1': 'Singapore', 'location2': 'Amsterdam'}"
